pillar,question,choice,ta_check,description
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,Amazon Redshift clusters should prohibit public access,Description: Checks if Amazon Redshift clusters are publicly accessible. It evaluates the publiclyAccessible field in the cluster configuration item.				Source		AWS Security Hub		Security Hub control ID: Redshift.1				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,Amazon Elastic MapReduce cluster master nodes should not have public IP addresses,Description: Checks if master nodes on EMR clusters have public IP addresses.				Source		AWS Security Hub		Security Hub control ID: EMR.1				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,Amazon SageMaker notebook instances should not have direct internet access,Description: Checks if direct internet access is disabled for an Amazon SageMaker notebook instance by examining the DirectInternetAccess field is disabled for an Amazon SageMaker notebook instance.				Source		AWS Security Hub		Security Hub control ID: SageMaker.1				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,API Gateway REST API cache data should be encrypted at rest,Description: Checks if all methods in Amazon API Gateway REST API stages that have cache enabled are encrypted. The check fails if any method in API Gateway REST API stage is configured to cache and the cache is not encrypted.				Source		AWS Security Hub		Security Hub control ID: APIGateway.5				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,Amazon Elasticsearch Service domains should have encryption at-rest enabled,Description: Checks whether Amazon Elasticsearch Service domains have encryption at rest configuration enabled. This check fails if the EncryptionAtRestOptions field is not enabled.				Source		AWS Security Hub		Security Hub control ID: ES.1				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,RDS DB instances should have encryption at-rest enabled,Description: Checks if storage encryption is enabled for your RDS DB instances.				Source		AWS Security Hub		Security Hub control ID: RDS.3				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,RDS cluster snapshots and database snapshots should be encrypted at rest,Description: Checks if Amazon RDS cluster snapshots and database snapshots are encrypted.				Source		AWS Security Hub		Security Hub control ID: RDS.4				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,S3 buckets should have server-side encryption enabled,
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,Elastic File System should be configured to encrypt file data at-rest using AWS KMS,Description: Checks if Amazon Elastic File System (Amazon EFS) is configured to encrypt the file data using AWS Key Management Service (AWS KMS). The check will fail if the encrypted key is set to false on DescribeFileSystems or if the KmsKeyId key on DescribeFileSystems does not match the KmsKeyId parameter.				Source		AWS Security Hub		Security Hub control ID: EFS.1				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,Amazon SQS queues should be encrypted at rest,Description: Checks if Amazon SQS queues are encrypted at rest.				Source		AWS Security Hub		Security Hub control ID: SQS.1				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,DynamoDB Accelerator (DAX) clusters should be encrypted at rest,Description: Checks if a DAX cluster is encrypted at rest.				Source		AWS Security Hub		Security Hub control ID: DynamoDB.3				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,Attached EBS volumes should be encrypted at-rest,Description: Checks if the EBS volumes that are in an attached state are encrypted.				Source		AWS Security Hub		Security Hub control ID: EC2.3				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,CloudTrail should have encryption at-rest enabled,Description: Checks whether AWS CloudTrail is configured to use the server-side encryption (SSE) AWS Key Management Service (AWS KMS) key encryption. The check will pass if the KmsKeyId is defined.				Source		AWS Security Hub		Security Hub control ID: CloudTrail.2				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Automate data at rest protection,CloudFront distributions should have a default root object configured,Description: Checks if an Amazon CloudFront distribution is configured to return a specific object that is the default root object. The check fails if the CloudFront distribution does not have a default root object configured.				Source		AWS Security Hub		Security Hub control ID: CloudFront.1				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Automate data at rest protection,RDS DB instances should have deletion protection enabled,Description: Checks if RDS DB instances have deletion protection enabled.				Source		AWS Security Hub		Security Hub control ID: RDS.8				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Automate data at rest protection,RDS clusters should have deletion protection enabled,Description: Checks if RDS clusters have deletion protection enabled.				Source		AWS Security Hub		Security Hub control ID: RDS.7				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Enforce access control,Amazon RDS Public Snapshots,"Description: Checks the permission settings for your Amazon Relational Database Service (Amazon RDS) DB snapshots and alerts you if any snapshots are marked as public. When you make a snapshot public, you give all AWS accounts and users access to all the data on the snapshot. If you want to share a snapshot with particular users or accounts, mark the snapshot as private, and then specify the user or accounts you want to share the snapshot data with. Note: Results for this check are automatically refreshed several times daily, and refresh requests are not allowed. It might take a few hours for changes to appear.				Alert Criteria		Red: The RDS  snapshot is marked as public.				Recommended Action		Unless you are certain you want to share all the data in the snapshot with all AWS accounts and users, modify the permissions: mark the snapshot as private, and then specify the accounts that you want to give permissions to. For more information, see Sharing a DB Snapshot or DB Cluster Snapshot. Note: For temporary technical reasons, items in this check cannot be excluded from view in the Trusted Advisor console.To modify permissions for your snapshots directly, you can use a runbook in the AWS Systems Manager console. For more information, see AWSSupport-ModifyRDSSnapshotPermission.				 Additional Resources		Backing Up and Restoring Amazon RDS DB Instances"
Security,SEC 8 How do you protect your data at rest?,P1 Enforce access control,Amazon EBS Public Snapshots,"Description: Checks the permission settings for your Amazon Elastic Block Store (Amazon EBS) volume snapshots and alerts you if any snapshots are publicly accessible. When you make a snapshot public, you give all AWS accounts and users access to all the data on the snapshot. If you want to share a snapshot with particular users or accounts, mark the snapshot as private, and then specify the user or accounts you want to share the snapshot data with. Please note that if you have Block Public Access enabled in ‘block all sharing’ mode, your public snapshots will not be publicly accessible and will not show up in the results of this check. Note: Results for this check are automatically refreshed several times daily, and refresh requests are not allowed. It might take a few hours for changes to appear.				Alert Criteria		Red: The EBS volume snapshot is publicly accessible.				Recommended Action		Unless you are certain you want to share all the data in the snapshot with all AWS accounts and users, modify the permissions: mark the snapshot as private, and then specify the accounts that you want to give permissions to. For more information, see Sharing an Amazon EBS Snapshot. Use Block Public Access for EBS Snapshots to control the settings that allow public access to your data. Note: For temporary technical reasons, items in this check cannot be excluded from view in the Trusted Advisor console.To modify permissions for your snapshots directly, you can use a runbook in the AWS Systems Manager console. For more information, see AWSSupport-ModifyEBSSnapshotPermission.				 Additional Resources		Amazon EBS Snapshots"
Security,SEC 8 How do you protect your data at rest?,P1 Enforce access control,Amazon S3 Bucket Permissions,"Description: Checks buckets in Amazon Simple Storage Service (Amazon S3) that have open access permissions or allow access to any authenticated AWS user. Bucket permissions that grant List access can result in higher than expected charges if objects in the bucket are listed by unintended users at a high frequency. Bucket permissions that grant Upload/Delete access create potential security vulnerabilities by allowing users that to add, modify, or remove items in a bucket.				Alert Criteria		Yellow: The bucket ACL allows List access for ""Everyone"" or ""Any Authenticated AWS User"".		Yellow: A bucket policy allows any kind of open access.		Yellow: Bucket policy has statements that grant public access. The “Block public and cross-account access to buckets that have public policies” setting is turned on and has restricted access to only authorized users of that account until public statements are removed.		Yellow: Trusted Advisor does not have permission to check the policy, or the policy could not be evaluated for other reasons.		Red: The bucket ACL allows Upload/Delete access for ""Everyone"" or ""Any Authenticated AWS User"".		Green: All S3 buckets are compliant based on the ACL and/or bucket policy.				Recommended Action		If a bucket allows open access, determine if open access is truly needed. For example to host a static website, you can use Amazon CloudFront to serve the content hosted on Amazon S3. See Restricting access to an Amazon S3 origin in the CloudFront Developer Guide. When possible, update the bucket permissions to restrict access to the owner or specific users. Use Amazon S3 Block Public Access to control the settings that allow public access to your data. See Setting Bucket and Object Access Permissions.				Additional Resources		Managing Access Permissions to Your Amazon S3 Resources		Configuring block public access settings for your S3 buckets"
Security,SEC 8 How do you protect your data at rest?,P1 Enforce access control,SSM documents should not be public,"Description: Checks if AWS Systems Manager documents that the account owns are public. This check fails if SSM documents that have ""Self"" as the owner are public.				Source		AWS Security Hub		Security Hub control ID: SSM.4				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue."
Security,SEC 8 How do you protect your data at rest?,P1 Enforce access control,"EBS snapshots should not be public, determined by the ability to be restorable by anyone",Description: Checks if Amazon Elastic Block Store snapshots are not publicly restorable.				Source		AWS Security Hub		Security Hub control ID: EC2.1				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 8 How do you protect your data at rest?,P1 Enforce access control,EC2 instances should use Instance Metadata Service Version 2 (IMDSv2),Description: Checks if your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The check passes if HttpTokens is set to required for IMDSv2. The check fails if HttpTokens is set to optional.				Source		AWS Security Hub		Security Hub control ID: EC2.8				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 9 How do you protect your data in transit?,P1 Implement secure key and certificate management,ELB Listener Security,"Description: Checks for load balancers with listeners that do not use recommended security configurations for encrypted communication. AWS recommends using a secure protocol (HTTPS or SSL), up-to-date security policies, and ciphers and protocols that are secure.		When you use a secure protocol for a front-end connection (client to load balancer), the requests are encrypted between your clients and the load balancer, which is more secure.		Elastic Load Balancing provides predefined security policies  with ciphers and protocols that adhere to AWS security best practices. New versions of predefined policies are released as new configurations become available. 				Alert Criteria		Yellow: A load balancer has no listener that uses a secure protocol (HTTPS or SSL). 		Yellow: A load balancer listener uses an outdated predefined SSL security policy. 		Yellow: A load balancer listener uses a cipher or protocol that is not recommended. 		Red: A load balancer listener uses an insecure cipher or protocol.				Recommended ActionIf the traffic to your load balancer must be secure, use either the HTTPS or the SSL protocol for the front-end connection.Upgrade your load balancer to the latest version of the predefined SSL security policy. Use only the recommended ciphers and protocols. For more information, see Listener Configurations for Elastic Load Balancing.				Additional Resources		Listener Configurations Quick Reference		Update SSL Negotiation Configuration of Your Load Balancer		SSL Negotiation Configurations for Elastic Load Balancing		SSL Security Policy Table		"
Security,SEC 9 How do you protect your data in transit?,P1 Implement secure key and certificate management,CloudFront SSL Certificate on the Origin Server,"Description: Checks your origin server for SSL certificates that are expired, about to expire, missing, or that use outdated encryption. If a certificate is expired, CloudFront responds to requests for your content with HTTP status code 502, Bad Gateway. Certificates that were encrypted by using the SHA-1 hashing algorithm are being deprecated by web browsers such as Chrome and Firefox. Depending on the number of SSL certificates that you have associated with your CloudFront distributions, this check might add a few cents per month to your bill with your web hosting provider, for example, AWS if you're using EC2 or ELB as the origin for your CloudFront distribution. This check does not validate your origin certificate chain or certificate authorities; you can check these in your CloudFront configuration. 				Alert Criteria		Red: An SSL certificate on your origin has expired or is missing.		Yellow: An SSL certificate on your origin expires in the next thirty days.		Yellow: An SSL certificate on your origin was encrypted by using the SHA-1 hashing algorithm.		Yellow: An SSL certificate on your origin can't be located. The connection might have failed due to timeout, or other HTTPS connection problems.				Recommended Action		Renew the certificate on your origin if it has expired or is about to expire.		Add a certificate if one does not exist.		Replace a certificate that was encrypted by using the SHA-1 hashing algorithm with a certificate that is encrypted by using the SHA-256 hashing algorithm.				Additional Resources		Using Alternate Domain Names and HTTPS"
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,API Gateway REST API stages should be configured to use SSL certificates for backend authentication,Description: Checks if Amazon API Gateway REST API stages have SSL certificates configured that backend systems can use to authenticate that incoming requests are from the API Gateway.				Source		AWS Security Hub		Security Hub control ID: APIGateway.2				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,Connections to Amazon Elasticsearch Service domains should be encrypted using TLS 1.2,Description: Checks whether connections to Amazon Elasticsearch Service domains are required to use TLS 1.2.  The check fails if the Amazon Elasticsearch Service domain TLSSecurityPolicy is not Policy-Min-TLS-1-2-2019-07.				Source		AWS Security Hub		Security Hub control ID: ES.8				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,Classic Load Balancer listeners should be configured with HTTPS or TLS termination,"Description: Checks if your Classic Load Balancer listeners are configured with HTTPS or TLS protocol for front-end (client to load balancer) connections. The check is applicable if a Classic Load Balancer has listeners. If your Classic Load Balancer does not have a listener configured, then the check does not report any findings.				Source		AWS Security Hub		Security Hub control ID: ELB.3				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue."
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,Classic Load Balancers with SSL/HTTPS listeners should use a certificate provided by AWS Certificate Manager,Description: Checks if a Classic Load Balancer uses HTTPS/SSL certificates provided by AWS Certificate Manager. The check fails if a Classic Load Balancer that is configured with an HTTPS/SSL listener does not use a certificate provided by AWS Certificate Manager.				Source		AWS Security Hub		Security Hub control ID: ELB.2				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,S3 buckets should require requests to use Secure Socket Layer,Description: Checks if S3 buckets have policies that require requests to use Secure Socket Layer (SSL).				Source		AWS Security Hub		Security Hub control ID: S3.5				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,Elasticsearch domains should encrypt data sent between nodes,Description: Checks if Elasticsearch domains have node-to-node encryption enabled.				Source		AWS Security Hub		Security Hub control ID: ES.3				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,CloudFront distributions should require encryption in transit,"Description: Checks if an Amazon CloudFront distribution requires viewers to use HTTPS directly, or if it uses redirection. The check fails if ViewerProtocolPolicy is set to allow-all for defaultCacheBehavior or for cacheBehaviors.				Source		AWS Security Hub		Security Hub control ID: CloudFront.3				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue."
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,Connections to Amazon Redshift clusters should be encrypted in transit,Description: Checks if connections to Amazon Redshift clusters are required to use encryption in transit. The check fails if the Amazon Redshift cluster parameter require_SSL is not set to 1.				Source		AWS Security Hub		Security Hub control ID: Redshift.2				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,ELB Listener Security,"Description: Checks for load balancers with listeners that do not use recommended security configurations for encrypted communication. AWS recommends using a secure protocol (HTTPS or SSL), up-to-date security policies, and ciphers and protocols that are secure.		When you use a secure protocol for a front-end connection (client to load balancer), the requests are encrypted between your clients and the load balancer, which is more secure.		Elastic Load Balancing provides predefined security policies  with ciphers and protocols that adhere to AWS security best practices. New versions of predefined policies are released as new configurations become available. 				Alert Criteria		Yellow: A load balancer has no listener that uses a secure protocol (HTTPS or SSL). 		Yellow: A load balancer listener uses an outdated predefined SSL security policy. 		Yellow: A load balancer listener uses a cipher or protocol that is not recommended. 		Red: A load balancer listener uses an insecure cipher or protocol.				Recommended ActionIf the traffic to your load balancer must be secure, use either the HTTPS or the SSL protocol for the front-end connection.Upgrade your load balancer to the latest version of the predefined SSL security policy. Use only the recommended ciphers and protocols. For more information, see Listener Configurations for Elastic Load Balancing.				Additional Resources		Listener Configurations Quick Reference		Update SSL Negotiation Configuration of Your Load Balancer		SSL Negotiation Configurations for Elastic Load Balancing		SSL Security Policy Table		"
Performance,PERF 2 How do you select and use compute resources in your workload?,P1 Configure and right-size compute resources,Large Number of EC2 Security Group Rules Applied to an Instance,
Performance,"PERF 3 How do you store, manage, and access data in your workload?",P1 Evaluate available configuration options for data store,Overutilized Amazon EBS Magnetic Volumes,
Performance,"PERF 3 How do you store, manage, and access data in your workload?",P1 Evaluate available configuration options for data store,Amazon EBS Provisioned IOPS (SSD) Volume Attachment Configuration,"Description: Checks for Provisioned IOPS (SSD) volumes that are attached to an Amazon EBS-optimizable Amazon Elastic Compute Cloud (Amazon EC2) instance that is not EBS-optimized. Provisioned IOPS (SSD) volumes in the Amazon Elastic Block Store (Amazon EBS) are designed to deliver the expected performance only when they are attached to an EBS-optimized instance.				Alert Criteria		Yellow: An Amazon EC2 instance that can be EBS-optimized has an attached Provisioned IOPS (SSD) volume but the instance is not EBS-optimized.				Recommended Action		Create a new instance that is EBS-optimized, detach the volume, and reattach the volume to your new instance. For more information, see Amazon EBS-Optimized Instances and Attaching an Amazon EBS Volume to an Instance.				Additional Resources		Amazon EBS Volume Types		Amazon EBS Volume Performance"
Performance,"PERF 3 How do you store, manage, and access data in your workload?",P1 Evaluate available configuration options for data store,Amazon EC2 to EBS Throughput Optimization,"Description: Checks for Amazon EBS volumes whose performance might be affected by the maximum throughput capability of the Amazon EC2 instance they are attached to. To optimize performance, you should ensure that the maximum throughput of an EC2 instance is greater than the aggregate maximum throughput of the attached EBS volumes. This check computes the total EBS volume throughput for each five-minute period in the preceding day (UTC) for each EBS-optimized instance and alerts you if usage in more than half of those periods was greater than 95% of the maximum throughput of the EC2 instance.				 Alert Criteria		 Yellow: In the preceding day (UTC), the aggregate throughput (megabytes/sec) of the EBS volumes attached to the EC2 instance exceeded 95% of the published throughput between the instance and the EBS volumes more than 50% of time.				 Recommended Action		 Compare the maximum throughput of your EBS volumes (see Amazon EBS Volume Types) with the maximum throughput of the EC2 instance they are attached to (see Instance Types That Support EBS Optimization). Consider attaching your volumes to an instance that supports higher throughput to EBS for optimal performance.				 Additional Resources		Amazon EBS Volume Types		 Amazon EBS-Optimized Instances		 Monitoring the Status of Your Volumes		 Attaching an Amazon EBS Volume to an Instance		 Detaching an Amazon EBS Volume from an Instance		 Deleting an Amazon EBS Volume"
Performance,"PERF 3 How do you store, manage, and access data in your workload?",P1 Evaluate available configuration options for data store,Amazon EFS Throughput Mode Optimization,"Description: Checks whether the customer's Amazon EFS file system is currently configured to use Bursting Throughput mode. File systems in EFS's Bursting Throughput mode [1] deliver a consistent baseline level of throughput (50 KiB/s per GiB of data in EFS Standard storage), and use a credit model to deliver higher levels of ""burst throughput"" performance when ""burst credits"" are available. When you exhaust your burst credits, your file system performance is throttled to this lower, baseline level, which can result in slowness, timeouts, or other forms of performance impact for your end users or applications.				Alert Criteria		Yellow: File system is using Bursting throughput mode.				Recommended Action		To allow your users and applications to achieve their desired throughput, we recommend that you update your file system configuration to Elastic Throughput mode [2]. When in Elastic Throughput mode, your file system can achieve up to 10 GiB/s of read throughput or 3 GiB/s of write throughput - depending on the AWS Region [3], and you only pay for the throughput you use. Please note that you can update your file system configuration to switch between Elastic and Bursting throughput modes on demand, and that File Systems in Elastic Throughput mode accrue additional charges for data transfer [4].				Additional Resources		For more information, see [1] Amazon EFS Performance Throughput Modes, [2] Amazon EFS Performance Elastic Throughput Mode, [3] Amazon EFS Quotas and Limits, and [4] Amazon EFS Pricing."
Performance,PERF 4 How do you select and configure networking resources in your workload?,P1 Understand how networking impacts performance,Amazon Route 53 Alias Resource Record Sets,"Description: Checks for resource record sets that can be changed to alias resource record sets to improve performance and save money. An alias resource record set routes DNS queries to an AWS resource (for example, an Elastic Load Balancing load balancer or an Amazon S3 bucket) or to another Route 53 resource record set. When you use alias resource record sets, Route 53 routes your DNS queries to AWS resources free of charge. Hosted zones created by AWS services won’t appear in your check results.				Alert Criteria		Yellow: A resource record set is a CNAME to an Amazon S3 website.		Yellow: A resource record set is a CNAME to an Amazon CloudFront distribution.		Yellow: A resource record set is a CNAME to an Elastic Load Balancing load balancer.				Recommended Action		Replace the listed CNAME resource record sets with alias resource record sets; see Choosing Between Alias and Non-Alias Resource Record Sets. You also need to change the record type from CNAME to A or AAAA, depending on the AWS resource; see Values that You Specify When You Create or Edit Amazon Route 53 Resource Record Sets.				Additional Resources		Routing Queries to AWS Resources"
Reliability,REL 1 How do you manage service quotas and constraints?,P1 Monitor and manage quotas,"Service limits checks flagged as Yellow (80%), Red (100%)",
Reliability,REL 1 How do you manage service quotas and constraints?,P1 Ensure that a sufficient gap exists between the current quotas and the maximum usage to accommodate failover,"Service limits checks flagged as Yellow (80%), Red (100%)",
Reliability,REL 2 How do you plan your network topology?,P0 Use highly available network connectivity for your workload public endpoints,"Service limits checks flagged as Yellow (80%), Red (100%)",
Reliability,REL 2 How do you plan your network topology?,"P0 Provision redundant connectivity between private networks in the cloud ,  on-premises , cloud to cloud environments",VPN Tunnel Redundancy,"Description: Checks the number of tunnels that are active for each of your VPNs. A VPN should have two tunnels configured at all times to provide redundancy in case of outage or planned maintenance of the devices at the AWS endpoint. For some hardware, only one tunnel is active at a time (see the Amazon Virtual Private Cloud Network Administrator Guide). If a VPN has no active tunnels, charges for the VPN might still apply.				Alert Criteria		Yellow: A VPN has one active tunnel (this is normal for some hardware).		Yellow: A VPN has no active tunnels.				Recommended Action		Be sure that two tunnels are configured for your VPN connection, and that both are active if your hardware supports it. If you no longer need a VPN connection, you can delete it to avoid charges. For more information, see Your Customer Gateway or Deleting a VPN connection.				Additional Resources		Amazon Virtual Private Cloud Network Administrator Guide		Adding a Hardware Virtual Private Gateway to Your VPC"
Reliability,REL 2 How do you plan your network topology?,"P0 Provision redundant connectivity between private networks in the cloud ,  on-premises , cloud to cloud environments",AWS Direct Connect Location Redundancy,
Reliability,REL 2 How do you plan your network topology?,"P0 Provision redundant connectivity between private networks in the cloud ,  on-premises , cloud to cloud environments",AWS Direct Connect Virtual Interface Redundancy,
Reliability,REL 2 How do you plan your network topology?,"P0 Provision redundant connectivity between private networks in the cloud ,  on-premises , cloud to cloud environments",AWS Direct Connect Connection Redundancy,
Reliability,REL 7 How do you design your workload to adapt to changes in demand?,P1 Use automation when obtaining or scaling resources,Auto Scaling Group Resources,"Description: Checks the availability of resources associated with launch configurations and your Auto Scaling groups. Auto Scaling groups that point to unavailable resources cannot launch new Amazon Elastic Compute Cloud (Amazon EC2) instances. When properly configured, Auto Scaling causes the number of Amazon EC2 instances to increase seamlessly during demand spikes and decrease automatically during demand lulls. Auto Scaling groups and launch configurations that point to unavailable resources do not operate as intended.				Alert Criteria		Red: An Auto Scaling group is associated with a deleted load balancer.		Red: A launch configuration is associated with a deleted Amazon Machine Image (AMI).				Recommended Action		If the load balancer has been deleted, either create a new load balancer or target group then associate it to the Auto Scaling group, or create a new Auto Scaling group without the load balancer. For information about creating a new Auto Scaling group with a new load balancer, see Set Up an Auto-Scaled and Load-Balanced Application. For information about creating a new Auto Scaling group without a load balancer, see ""Create Auto Scaling Group"" in Getting Started With Auto Scaling Using the Console.		If the AMI has been deleted, create a new launch template or launch template version using a valid AMI and associate it with an Auto Scaling group. See ""Create Launch Configuration"" in Getting Started With Auto Scaling Using the Console.				Additional Resources		Troubleshooting Auto Scaling: Amazon EC2 AMIs		Troubleshooting Auto Scaling: Load Balancer Configuration		Auto Scaling Developer Guide"
Reliability,REL 7 How do you design your workload to adapt to changes in demand?,P1 Obtain resources upon detection of impairment to a workload,Auto Scaling Group Health Check,"Description: Examines the health check configuration for Auto Scaling groups. If Elastic Load Balancing is being used for an Auto Scaling group, the recommended configuration is to enable an Elastic Load Balancing health check. If an Elastic Load Balancing health check is not used, Auto Scaling can only act upon the health of the Amazon Elastic Compute Cloud (Amazon EC2) instance and not on the application that is running on the instance.				Alert Criteria		Yellow: An Auto Scaling group has an associated load balancer, but the Elastic Load Balancing health check is not enabled.		Yellow: An Auto Scaling group does not have an associated load balancer, but the Elastic Load Balancing health check is enabled.				Recommended Action		If the Auto Scaling group has an associated load balancer, but the Elastic Load Balancing health check is not enabled, see Add an Elastic Load Balancing Health Check to your Auto Scaling Group.		If the Elastic Load Balancing health check is enabled, but no load balancer is associated with the Auto Scaling group, see Set Up an Auto-Scaled and Load-Balanced Application.				Additional Resources		Auto Scaling Developer Guide"
Reliability,REL 9 How do you back up data?,"P0 Identify and back up all data that needs to be backed up, or reproduce the data from sources",Auto Scaling Group Health Check,"Description: Examines the health check configuration for Auto Scaling groups. If Elastic Load Balancing is being used for an Auto Scaling group, the recommended configuration is to enable an Elastic Load Balancing health check. If an Elastic Load Balancing health check is not used, Auto Scaling can only act upon the health of the Amazon Elastic Compute Cloud (Amazon EC2) instance and not on the application that is running on the instance.				Alert Criteria		Yellow: An Auto Scaling group has an associated load balancer, but the Elastic Load Balancing health check is not enabled.		Yellow: An Auto Scaling group does not have an associated load balancer, but the Elastic Load Balancing health check is enabled.				Recommended Action		If the Auto Scaling group has an associated load balancer, but the Elastic Load Balancing health check is not enabled, see Add an Elastic Load Balancing Health Check to your Auto Scaling Group.		If the Elastic Load Balancing health check is enabled, but no load balancer is associated with the Auto Scaling group, see Set Up an Auto-Scaled and Load-Balanced Application.				Additional Resources		Auto Scaling Developer Guide"
